matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
politifact_086,PolitiFact,genuine,"""The first budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.""",genuine,true,True,['budget'],38,True,1,1.0,0,2012-09-05T00:00:00,https://www.politifact.com/factchecks/2012/sep/05/cory-booker/cory-booker-blasts-chris-christie-slashing-funding/,70716,73217,,,,,,,False,False,False,False,0,300
politifact_086,PolitiFact,misleading,"Says ""I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year,"" including negotiating with teachers to work for free.",misleading,false,False,['budget'],38,True,1,1.0,0,2012-04-27T00:00:00,https://www.politifact.com/factchecks/2012/apr/27/charlie-hales/did-charlie-hales-help-negotiate-one-time-deal-por/,70474,72975,,,,,,,False,False,False,False,0,300
politifact_087,PolitiFact,genuine,"Of six Rhode Island tax-credit programs worth about $35 million, ""three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.""",genuine,true,True,['tax'],31,True,1,1.0,0,2013-02-24T00:00:00,https://www.politifact.com/factchecks/2013/feb/24/gary-sasse/gary-sasse-says-90-percent-35-million-tax-credits-/,70981,73482,,,,,,,False,False,False,False,0,301
politifact_087,PolitiFact,misleading,"Quotes President Jimmy Carter as saying ""If you don't want your tax dollars to help the poor, then stop saying you want a country based on Christian values, because you don't.""",misleading,false,False,['tax'],31,True,1,1.0,0,2019-05-02T00:00:00,https://www.politifact.com/factchecks/2019/may/02/facebook-posts/quote-about-tax-dollars-poor-and-christianity-was-/,301,64528,,,,,,,False,False,False,False,0,301
politifact_088,PolitiFact,genuine,"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",genuine,true,True,['employment'],15,True,1,1.0,0,2014-08-04T00:00:00,https://www.politifact.com/factchecks/2014/aug/04/dennis-richardson/has-oregons-unemployment-rate-been-above-national-/,71633,74135,,,,,,,False,False,False,False,0,302
politifact_088,PolitiFact,misleading,"""Even Fairfax County doesn't pay the kind of salaries that Richmond is paying right now.""",misleading,false,False,['employment'],15,True,1,1.0,0,2020-04-01T00:00:00,https://www.politifact.com/factchecks/2020/apr/01/kim-gray/does-richmond-pay-top-school-officials-more-fairfa/,74711,77272,,,,,,,False,False,False,False,0,302
politifact_089,PolitiFact,genuine,"Says Sen. Rand Paul's 2011 budget ""included a big cut in the CDC.""",genuine,true,True,['budget'],13,True,1,1.0,0,2014-10-27T00:00:00,https://www.politifact.com/factchecks/2014/oct/27/doug-muder/blog-sen-paul-wanted-big-cut-cdc-2011/,71766,74268,,,,,,,False,False,False,False,0,303
politifact_089,PolitiFact,misleading,Says Democrats cut $35 million from the state budget for Information Technology improvements.,misleading,false,False,['budget'],13,True,1,1.0,0,2011-08-04T00:00:00,https://www.politifact.com/factchecks/2011/aug/04/chris-christie/gov-chris-christie-claims-democrats-cut-35-million/,69439,71940,,,,,,,False,False,False,False,0,303
politifact_090,PolitiFact,genuine,"Only 20 colleges and universities ""have athletic departments with revenue exceeding expenses.""",genuine,true,True,['company_finance'],12,True,1,1.0,0,2014-12-22T00:00:00,https://www.politifact.com/factchecks/2014/dec/22/jim-moran/moran-says-only-20-colleges-make-profit-sports/,71822,74324,,,,,,,False,False,False,False,0,304
politifact_090,PolitiFact,misleading,"""Disney lost 172,000 reservations recently, valued at around $636 in revenue lost.""",misleading,false,False,['company_finance'],12,True,1,1.0,0,2022-04-18T00:00:00,https://www.politifact.com/factchecks/2022/apr/18/facebook-posts/theres-no-evidence-disney-recently-lost-172000-res/,76584,79226,,,,,,,False,False,False,False,0,304
politifact_091,PolitiFact,genuine,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",genuine,true,True,['macroeconomy'],13,True,1,1.0,0,2015-07-06T00:00:00,https://www.politifact.com/factchecks/2015/jul/06/paul-krugman/yep-greece-and-miami-metro-have-about-same-gdp/,72024,74528,,,,,,,False,False,False,False,0,305
politifact_091,PolitiFact,misleading,"Says the California congressional district he represents ""has a higher GDP than Russia.""",misleading,false,False,['macroeconomy'],13,True,1,1.0,0,2019-12-20T00:00:00,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,74434,76983,,,,,,,False,False,False,False,0,305
politifact_092,PolitiFact,genuine,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",genuine,true,True,['employment'],14,True,1,1.0,0,2015-08-27T00:00:00,https://www.politifact.com/factchecks/2015/aug/27/russ-feingold/us-sen-ron-johnson-wants-no-general-federal-minimu/,72093,74597,,,,,,,False,False,False,False,0,306
politifact_092,PolitiFact,misleading,"As a Member of Congress, Chris Murphy ""was raking in $1 million in salary.""",misleading,false,False,['employment'],14,True,1,1.0,0,2012-10-19T00:00:00,https://www.politifact.com/factchecks/2012/oct/19/linda-mcmahon/linda-mcmahon-says-opponent-chris-murphy-was-rakin/,67909,70408,,,,,,,False,False,False,False,0,306
