matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
africa_check_014,Africa Check,genuine,South African Airways has not made a profit since 2011,genuine,correct,True,['company_finance'],10,True,1,1.0,1,2018-12-06T00:00:00,https://africacheck.org/fact-checks/reports/south-african-airways-has-lost-billions-seven-unprofitable-years,16153,14156,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart is not a financial claim as written.",False,False,False,False,0,150
africa_check_014,Africa Check,misleading,"No, businessperson Wambui not on Kenya Revenue Authority board of directors",misleading,false,False,['company_finance'],11,True,1,1.0,1,2022-12-19T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-businessperson-wambui-not-kenya-revenue-authority-board,19722,17798,no,no,yes,no,no,"Correction headline beginning “No”; it concerns board membership rather than a substantive financial claim, and the sentence itself states the correction rather than the false proposition.",False,False,False,False,0,150
africa_check_015,Africa Check,genuine,"""According to Kenya's auditor general, the country may lose Mombasa port if it defaults on loan repayment.""",genuine,correct,True,['loan'],17,True,1,1.0,1,2022-02-24T00:00:00,https://africacheck.org/fact-checks/reports/nigerian-online-publication-botches-kenyas-china-debt-numbers-right-about-port,18956,17020,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart uses verdict-revealing correction wording.",False,False,False,False,0,151
africa_check_015,Africa Check,misleading,"Scam alert! Nairobi governor Sonko not 'giving' loans, motorbikes and school fees to Kenyans on Facebook",misleading,false,False,['loan'],16,True,1,1.0,1,2019-09-10T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/scam-alert-nairobi-governor-sonko-not-giving-loans,16667,14680,yes,no,yes,no,no,“Scam alert” and “not giving” reveal the fact-check verdict; the sentence is a correction rather than the original loan-scam claim.,False,False,False,False,0,151
check_your_fact_001,Check Your Fact,genuine,"State and local tax deduction benefits ""the wealthiest people in these very blue states in the east and west coasts.""",genuine,true,True,['tax'],20,True,1,1.0,1,2024-12-16T11:07:00,https://checkyourfact.com/2024/12/16/fact-check-michael-bennet-claims-salt-benefits-the-wealthiest-people/,24237,22931,yes,yes,yes,yes,yes,,False,False,False,False,0,152
check_your_fact_001,Check Your Fact,misleading,A tax plan sponsored by Vice President Kamala Harris would implement a 44.6% tax rate on long-term capital gains.,misleading,false,False,['tax'],19,True,1,1.0,1,2024-09-12T11:09:00,https://checkyourfact.com/2024/09/12/fact-check-kamala-harris-capital-gains-tax-upper-class-not-middle-class/,24597,23334,yes,yes,yes,yes,yes,,False,False,False,False,0,152
dubawa_005,Dubawa,genuine,A no-interest loan is being offered to vulnerable Nigerians by Government Enterprise and Empowerment Programme 2.0 through the Ministry of Humanitarian and Disaster Management in collaboration with the National Orientation Agency.,genuine,true,True,['loan'],31,True,1,1.0,1,2021-09-24T07:35:38,https://dubawa.org/true-fgs-no-interest-geep-loan-is-legit/,30022,29139,yes,yes,yes,yes,yes,,False,False,False,False,0,153
dubawa_005,Dubawa,misleading,TV presenter Rufai Oseni recently stated that the loans acquired within the first year of Mr Tinubu's administration are more than that of former President Buhari's Ways and Means in eight years.,misleading,false,False,['loan'],32,True,1,1.0,1,2024-07-20T07:00:00,https://dubawa.org/comparative-analysis-of-nigerias-debt-stock-in-buhari-tinubus-first-year-of-governance/,28987,28081,yes,yes,yes,yes,yes,,False,False,False,False,0,153
grass_fact_check_005,Grass Fact Check,genuine,"""Nearly half of the population employed in agriculture cannot produce even 10% of the GDP.""",genuine,true,True,['macroeconomy'],15,True,1,1.0,1,2021-05-24T00:00:00,https://factcheck.ge/en/story/39525--nearly-half-of-the-population-employed-in-agriculture-cannot-produce-even-10-of-the-gdp,44147,44319,yes,yes,yes,yes,yes,,False,False,False,False,0,154
grass_fact_check_005,Grass Fact Check,misleading,"""Today we have the highest growing economy in the region, we have the fastest economic growth""",misleading,lie,False,['macroeconomy'],16,True,1,1.0,1,2020-02-04T00:00:00,https://factcheck.ge/en/story/38331--today-we-have-the-highest-growing-economy-in-the-region-we-have-the-fastest-economic-growth,43623,43795,yes,yes,yes,yes,yes,,False,False,False,False,0,154
